,iso_code,country,sex,age,year,employment,unemployment,baseline_2020,recovery_score
2225,CZE,Czechia,Total,25+,2024,63.865,2.219,61.95,1.9149999999999991
2226,CZE,Czechia,Male,15+,2024,66.335,2.286,66.295,0.03999999999999204
2227,CZE,Czechia,Male,15-24,2024,27.553,8.766,30.501,-2.9480000000000004
2228,CZE,Czechia,Male,25+,2024,72.018,1.895,70.923,1.0949999999999989
2229,CZE,Czechia,Female,15+,2024,52.056,2.981,49.943,2.1129999999999995
2230,CZE,Czechia,Female,15-24,2024,21.382,9.779,19.456,1.926000000000002
2231,CZE,Czechia,Female,25+,2024,56.135,2.61,53.461,2.6739999999999995
2232,CZE,Czechia,Total,15+,2023,58.875,2.579,57.944,0.9309999999999974
2233,CZE,Czechia,Total,15-24,2023,25.594,8.507,25.14,0.4540000000000006
2234,CZE,Czechia,Total,25+,2023,63.457,2.227,61.95,1.506999999999998
2235,CZE,Czechia,Male,15+,2023,66.436,2.203,66.295,0.14100000000000534
2236,CZE,Czechia,Male,15-24,2023,29.249,8.377,30.501,-1.2520000000000024
2237,CZE,Czechia,Male,25+,2023,71.809,1.813,70.923,0.8859999999999957
2238,CZE,Czechia,Female,15+,2023,51.623,3.039,49.943,1.6799999999999997
2239,CZE,Czechia,Female,15-24,2023,21.776,8.689,19.456,2.3200000000000003
2240,CZE,Czechia,Female,25+,2023,55.538,2.73,53.461,2.076999999999998
2241,CZE,Czechia,Total,15+,2022,58.533,2.224,57.944,0.5889999999999986
2242,CZE,Czechia,Total,15-24,2022,25.799,6.72,25.14,0.6589999999999989
2243,CZE,Czechia,Total,25+,2022,62.822,1.97,61.95,0.8719999999999999
2244,CZE,Czechia,Male,15+,2022,66.655,1.788,66.295,0.35999999999999943
2245,CZE,Czechia,Male,15-24,2022,29.97,5.893,30.501,-0.5310000000000024
2246,CZE,Czechia,Male,25+,2022,71.721,1.541,70.923,0.7980000000000018
2247,CZE,Czechia,Female,15+,2022,50.746,2.767,49.943,0.8030000000000044
2248,CZE,Czechia,Female,15-24,2022,21.412,7.912,19.456,1.9559999999999995
2249,CZE,Czechia,Female,25+,2022,54.394,2.5,53.461,0.9329999999999998
2250,CZE,Czechia,Total,15+,2021,57.784,2.803,57.944,-0.1600000000000037
2251,CZE,Czechia,Total,15-24,2021,24.843,8.134,25.14,-0.2970000000000006
2252,CZE,Czechia,Total,25+,2021,61.862,2.522,61.95,-0.08800000000000097
2253,CZE,Czechia,Male,15+,2021,66.128,2.308,66.295,-0.1670000000000016
2254,CZE,Czechia,Male,15-24,2021,29.453,7.542,30.501,-1.0480000000000018
2255,CZE,Czechia,Male,25+,2021,70.932,2.006,70.923,0.009000000000000341
2256,CZE,Czechia,Female,15+,2021,49.789,3.426,49.943,-0.15399999999999636
2257,CZE,Czechia,Female,15-24,2021,19.959,9.044,19.456,0.5030000000000001
2258,CZE,Czechia,Female,25+,2021,53.279,3.164,53.461,-0.18199999999999505
2259,CZE,Czechia,Total,15+,2020,57.944,2.55,57.944,0.0
2260,CZE,Czechia,Total,15-24,2020,25.14,7.936,25.14,0.0
2261,CZE,Czechia,Total,25+,2020,61.95,2.267,61.95,0.0
2262,CZE,Czechia,Male,15+,2020,66.295,2.23,66.295,0.0
2263,CZE,Czechia,Male,15-24,2020,30.501,7.196,30.501,0.0
2264,CZE,Czechia,Male,25+,2020,70.923,1.938,70.923,0.0
2265,CZE,Czechia,Female,15+,2020,49.943,2.954,49.943,0.0
2266,CZE,Czechia,Female,15-24,2020,19.456,9.139,19.456,0.0
2267,CZE,Czechia,Female,25+,2020,53.461,2.676,53.461,0.0
2268,DEU,Germany,Total,15+,2025,58.323,3.711,58.131,0.19200000000000017
2269,DEU,Germany,Total,15-24,2025,50.875,6.862,46.9,3.9750000000000014
2270,DEU,Germany,Total,25+,2025,59.247,3.363,59.642,-0.3950000000000031
2271,DEU,Germany,Male,15+,2025,63.428,3.976,63.26,0.16799999999999926
2272,DEU,Germany,Male,15-24,2025,52.402,7.702,49.056,3.3460000000000036
2273,DEU,Germany,Male,25+,2025,64.875,3.563,65.307,-0.43200000000000216
2274,DEU,Germany,Female,15+,2025,53.405,3.407,53.191,0.21399999999999864
2275,DEU,Germany,Female,15-24,2025,49.25,5.893,44.554,4.695999999999998
2276,DEU,Germany,Female,25+,2025,53.892,3.133,54.275,-0.38299999999999557
2277,DEU,Germany,Total,15+,2024,58.849,3.4,58.131,0.7179999999999964
2278,DEU,Germany,Total,15-24,2024,50.922,6.604,46.9,4.0219999999999985
2279,DEU,Germany,Total,25+,2024,59.837,3.048,59.642,0.19500000000000028
2280,DEU,Germany,Male,15+,2024,64.007,3.635,63.26,0.747000000000007
2281,DEU,Germany,Male,15-24,2024,52.535,7.181,49.056,3.478999999999999
2282,DEU,Germany,Male,25+,2024,65.522,3.243,65.307,0.2150000000000034
2283,DEU,Germany,Female,15+,2024,53.881,3.13,53.191,0.6899999999999977
2284,DEU,Germany,Female,15-24,2024,49.196,5.935,44.554,4.641999999999996
2285,DEU,Germany,Female,25+,2024,54.431,2.822,54.275,0.1559999999999988
2286,DEU,Germany,Total,15+,2023,59.175,3.071,58.131,1.043999999999997
2287,DEU,Germany,Total,15-24,2023,50.873,6.02,46.9,3.972999999999999
2288,DEU,Germany,Total,25+,2023,60.219,2.747,59.642,0.5769999999999982
2289,DEU,Germany,Male,15+,2023,64.314,3.257,63.26,1.053999999999995
2290,DEU,Germany,Male,15-24,2023,52.598,6.568,49.056,3.5420000000000016
2291,DEU,Germany,Male,25+,2023,65.882,2.889,65.307,0.5750000000000028
2292,DEU,Germany,Female,15+,2023,54.226,2.857,53.191,1.0349999999999966
2293,DEU,Germany,Female,15-24,2023,49.018,5.38,44.554,4.463999999999999
2294,DEU,Germany,Female,25+,2023,54.842,2.583,54.275,0.5670000000000002
2295,DEU,Germany,Total,15+,2022,58.926,3.137,58.131,0.7950000000000017
2296,DEU,Germany,Total,15-24,2022,50.23,6.049,46.9,3.3299999999999983
2297,DEU,Germany,Total,25+,2022,60.044,2.813,59.642,0.4019999999999939
2298,DEU,Germany,Male,15+,2022,64.103,3.368,63.26,0.8429999999999964
2299,DEU,Germany,Male,15-24,2022,52.495,6.393,49.056,3.439
2300,DEU,Germany,Male,25+,2022,65.694,3.024,65.307,0.38700000000000045
2301,DEU,Germany,Female,15+,2022,53.943,2.872,53.191,0.7519999999999953
2302,DEU,Germany,Female,15-24,2022,47.784,5.638,44.554,3.229999999999997
2303,DEU,Germany,Female,25+,2022,54.685,2.571,54.275,0.4100000000000037
2304,DEU,Germany,Total,15+,2021,58.224,3.594,58.131,0.09299999999999642
2305,DEU,Germany,Total,15-24,2021,49.271,6.665,46.9,2.371000000000002
2306,DEU,Germany,Total,25+,2021,59.404,3.246,59.642,-0.23799999999999955
2307,DEU,Germany,Male,15+,2021,63.35,3.987,63.26,0.09000000000000341
2308,DEU,Germany,Male,15-24,2021,51.485,6.966,49.056,2.429000000000002
2309,DEU,Germany,Male,25+,2021,65.021,3.643,65.307,-0.28600000000000136
2310,DEU,Germany,Female,15+,2021,53.291,3.14,53.191,0.09999999999999432
2311,DEU,Germany,Female,15-24,2021,46.87,6.303,44.554,2.3159999999999954
2312,DEU,Germany,Female,25+,2021,54.081,2.79,54.275,-0.1939999999999955
2313,DEU,Germany,Total,15+,2020,58.131,3.881,58.131,0.0
2314,DEU,Germany,Total,15-24,2020,46.9,7.862,46.9,0.0
2315,DEU,Germany,Total,25+,2020,59.642,3.44,59.642,0.0
2316,DEU,Germany,Male,15+,2020,63.26,4.222,63.26,0.0
2317,DEU,Germany,Male,15-24,2020,49.056,7.73,49.056,0.0
2318,DEU,Germany,Male,25+,2020,65.307,3.826,65.307,0.0
2319,DEU,Germany,Female,15+,2020,53.191,3.487,53.191,0.0
2320,DEU,Germany,Female,15-24,2020,44.554,8.018,44.554,0.0
2321,DEU,Germany,Female,25+,2020,54.275,2.995,54.275,0.0
2322,DJI,Djibouti,Total,15+,2025,23.486,26.015,22.821,0.6649999999999991
2323,DJI,Djibouti,Total,15-24,2025,3.119,76.766,2.457,0.6620000000000004
2324,DJI,Djibouti,Total,25+,2025,31.189,19.352,31.056,0.13299999999999912
2325,DJI,Djibouti,Male,15+,2025,34.852,21.779,34.646,0.20599999999999596
2326,DJI,Djibouti,Male,15-24,2025,3.633,76.057,3.165,0.46799999999999997
2327,DJI,Djibouti,Male,25+,2025,47.038,16.04,47.772,-0.7340000000000018
2328,DJI,Djibouti,Female,15+,2025,12.504,35.433,11.376,1.1280000000000001
2329,DJI,Djibouti,Female,15-24,2025,2.599,77.699,1.741,0.8580000000000001
2330,DJI,Djibouti,Female,25+,2025,16.136,27.292,15.157,0.9789999999999992
2331,DJI,Djibouti,Total,15+,2024,23.509,26.007,22.821,0.6879999999999988
2332,DJI,Djibouti,Total,15-24,2024,3.167,76.494,2.457,0.71
2333,DJI,Djibouti,Total,25+,2024,31.313,19.281,31.056,0.2569999999999979
2334,DJI,Djibouti,Male,15+,2024,35.004,21.769,34.646,0.357999999999997
2335,DJI,Djibouti,Male,15-24,2024,3.71,75.748,3.165,0.5449999999999999
2336,DJI,Djibouti,Male,25+,2024,47.391,15.975,47.772,-0.3810000000000002
2337,DJI,Djibouti,Female,15+,2024,12.4,35.537,11.376,1.024000000000001
2338,DJI,Djibouti,Female,15-24,2024,2.618,77.485,1.741,0.8769999999999998
2339,DJI,Djibouti,Female,25+,2024,16.038,27.311,15.157,0.8810000000000002
2340,DJI,Djibouti,Total,15+,2023,23.49,26.074,22.821,0.6689999999999969
2341,DJI,Djibouti,Total,15-24,2023,3.192,76.393,2.457,0.7350000000000003
2342,DJI,Djibouti,Total,25+,2023,31.393,19.262,31.056,0.33699999999999974
2343,DJI,Djibouti,Male,15+,2023,35.196,21.882,34.646,0.5499999999999972
2344,DJI,Djibouti,Male,15-24,2023,3.818,75.526,3.165,0.653
2345,DJI,Djibouti,Male,25+,2023,47.799,15.974,47.772,0.027000000000001023
2346,DJI,Djibouti,Female,15+,2023,12.172,35.717,11.376,0.7960000000000012
2347,DJI,Djibouti,Female,15-24,2023,2.559,77.589,1.741,0.8180000000000001
2348,DJI,Djibouti,Female,25+,2023,15.803,27.424,15.157,0.6460000000000008
2349,DJI,Djibouti,Total,15+,2022,23.437,26.272,22.821,0.6159999999999997
2350,DJI,Djibouti,Total,15-24,2022,3.176,76.609,2.457,0.7190000000000003
2351,DJI,Djibouti,Total,25+,2022,31.448,19.34,31.056,0.39199999999999946
2352,DJI,Djibouti,Male,15+,2022,35.324,22.101,34.646,0.6779999999999973
2353,DJI,Djibouti,Male,15-24,2022,3.872,75.634,3.165,0.7069999999999999
2354,DJI,Djibouti,Male,25+,2022,48.151,16.053,47.772,0.3790000000000049
2355,DJI,Djibouti,Female,15+,2022,11.942,36.065,11.376,0.5660000000000007
2356,DJI,Djibouti,Female,15-24,2022,2.473,78.002,1.741,0.7319999999999998
2357,DJI,Djibouti,Female,25+,2022,15.573,27.664,15.157,0.41600000000000037
2358,DJI,Djibouti,Total,15+,2021,23.003,27.628,22.821,0.1819999999999986
2359,DJI,Djibouti,Total,15-24,2021,2.834,79.377,2.457,0.3770000000000002
2360,DJI,Djibouti,Total,25+,2021,31.074,20.333,31.056,0.018000000000000682
2361,DJI,Djibouti,Male,15+,2021,34.812,23.455,34.646,0.16599999999999682
2362,DJI,Djibouti,Male,15-24,2021,3.531,78.229,3.165,0.3660000000000001
2363,DJI,Djibouti,Male,25+,2021,47.721,17.086,47.772,-0.05100000000000193
2364,DJI,Djibouti,Female,15+,2021,11.58,37.53,11.376,0.20400000000000063
2365,DJI,Djibouti,Female,15-24,2021,2.129,81.052,1.741,0.3879999999999999
2366,DJI,Djibouti,Female,25+,2021,15.249,28.644,15.157,0.09200000000000053
2367,DJI,Djibouti,Total,15+,2020,22.821,27.701,22.821,0.0
2368,DJI,Djibouti,Total,15-24,2020,2.457,81.882,2.457,0.0
2369,DJI,Djibouti,Total,25+,2020,31.056,20.053,31.056,0.0
2370,DJI,Djibouti,Male,15+,2020,34.646,23.531,34.646,0.0
2371,DJI,Djibouti,Male,15-24,2020,3.165,80.324,3.165,0.0
2372,DJI,Djibouti,Male,25+,2020,47.772,16.906,47.772,0.0
2373,DJI,Djibouti,Female,15+,2020,11.376,37.713,11.376,0.0
2374,DJI,Djibouti,Female,15-24,2020,1.741,84.183,1.741,0.0
2375,DJI,Djibouti,Female,25+,2020,15.157,28.206,15.157,0.0
2376,DNK,Denmark,Total,15+,2025,61.345,5.529,58.637,2.7079999999999984
2377,DNK,Denmark,Total,15-24,2025,60.966,11.737,53.187,7.7790000000000035
2378,DNK,Denmark,Total,25+,2025,61.408,4.419,59.581,1.8269999999999982
2379,DNK,Denmark,Male,15+,2025,65.47,5.359,62.948,2.5219999999999985
2380,DNK,Denmark,Male,15-24,2025,60.298,12.066,52.508,7.789999999999999
2381,DNK,Denmark,Male,25+,2025,66.365,4.211,64.831,1.5339999999999918
2382,DNK,Denmark,Female,15+,2025,57.316,5.718,54.421,2.895000000000003
2383,DNK,Denmark,Female,15-24,2025,61.663,11.399,53.897,7.765999999999998
2384,DNK,Denmark,Female,25+,2025,56.62,4.653,54.508,2.1119999999999948
2385,DNK,Denmark,Total,15+,2024,61.56,5.358,58.637,2.923000000000002
2386,DNK,Denmark,Total,15-24,2024,60.991,11.786,53.187,7.804000000000002
2387,DNK,Denmark,Total,25+,2024,61.655,4.206,59.581,2.073999999999998
2388,DNK,Denmark,Male,15+,2024,65.686,5.2,62.948,2.7380000000000067
2389,DNK,Denmark,Male,15-24,2024,60.444,12.017,52.508,7.936
2390,DNK,Denmark,Male,25+,2024,66.595,4.03,64.831,1.7639999999999958
2391,DNK,Denmark,Female,15+,2024,57.532,5.533,54.421,3.110999999999997
2392,DNK,Denmark,Female,15-24,2024,61.562,11.549,53.897,7.664999999999999
2393,DNK,Denmark,Female,25+,2024,56.885,4.404,54.508,2.3769999999999953
2394,DNK,Denmark,Total,15+,2023,60.505,5.094,58.637,1.868000000000002
2395,DNK,Denmark,Total,15-24,2023,57.051,11.499,53.187,3.8640000000000043
2396,DNK,Denmark,Total,25+,2023,61.086,4.002,59.581,1.5049999999999955
2397,DNK,Denmark,Male,15+,2023,64.445,4.931,62.948,1.4969999999999928
2398,DNK,Denmark,Male,15-24,2023,55.96,11.746,52.508,3.451999999999998
2399,DNK,Denmark,Male,25+,2023,65.927,3.83,64.831,1.0960000000000036
2400,DNK,Denmark,Female,15+,2023,56.658,5.274,54.421,2.237000000000002
2401,DNK,Denmark,Female,15-24,2023,58.186,11.251,53.897,4.2890000000000015
2402,DNK,Denmark,Female,25+,2023,56.41,4.195,54.508,1.901999999999994
2403,DNK,Denmark,Total,15+,2022,60.688,4.434,58.637,2.051000000000002
2404,DNK,Denmark,Total,15-24,2022,56.167,10.533,53.187,2.980000000000004
2405,DNK,Denmark,Total,25+,2022,61.458,3.409,59.581,1.8769999999999953
2406,DNK,Denmark,Male,15+,2022,64.59,4.38,62.948,1.642000000000003
2407,DNK,Denmark,Male,15-24,2022,56.027,10.61,52.508,3.5189999999999984
2408,DNK,Denmark,Male,25+,2022,66.103,3.371,64.831,1.2719999999999914
2409,DNK,Denmark,Female,15+,2022,56.875,4.493,54.421,2.4540000000000006
2410,DNK,Denmark,Female,15-24,2022,56.312,10.453,53.897,2.414999999999999
2411,DNK,Denmark,Female,25+,2022,56.967,3.452,54.508,2.458999999999996
2412,DNK,Denmark,Total,15+,2021,59.493,5.065,58.637,0.8560000000000016
2413,DNK,Denmark,Total,15-24,2021,53.879,10.8,53.187,0.6920000000000002
2414,DNK,Denmark,Total,25+,2021,60.455,4.124,59.581,0.8739999999999952
2415,DNK,Denmark,Male,15+,2021,63.909,5.004,62.948,0.9609999999999985
2416,DNK,Denmark,Male,15-24,2021,54.37,10.674,52.508,1.8619999999999948
2417,DNK,Denmark,Male,25+,2021,65.607,4.106,64.831,0.7759999999999962
2418,DNK,Denmark,Female,15+,2021,55.175,5.134,54.421,0.7539999999999978
2419,DNK,Denmark,Female,15-24,2021,53.366,10.935,53.897,-0.5309999999999988
2420,DNK,Denmark,Female,25+,2021,55.473,4.144,54.508,0.9649999999999963
2421,DNK,Denmark,Total,15+,2020,58.637,5.644,58.637,0.0
2422,DNK,Denmark,Total,15-24,2020,53.187,11.634,53.187,0.0
2423,DNK,Denmark,Total,25+,2020,59.581,4.643,59.581,0.0
2424,DNK,Denmark,Male,15+,2020,62.948,5.339,62.948,0.0
2425,DNK,Denmark,Male,15-24,2020,52.508,12.577,52.508,0.0
2426,DNK,Denmark,Male,25+,2020,64.831,4.18,64.831,0.0
2427,DNK,Denmark,Female,15+,2020,54.421,5.987,54.421,0.0
2428,DNK,Denmark,Female,15-24,2020,53.897,10.652,53.897,0.0
2429,DNK,Denmark,Female,25+,2020,54.508,5.17,54.508,0.0
2430,DOM,Dominican Republic,Total,15+,2025,61.537,5.092,56.667,4.869999999999997
2431,DOM,Dominican Republic,Total,15-24,2025,42.296,12.312,33.396,8.899999999999999
2432,DOM,Dominican Republic,Total,25+,2025,67.239,3.613,64.214,3.0250000000000057
2433,DOM,Dominican Republic,Male,15+,2025,73.915,3.202,70.573,3.342000000000013
2434,DOM,Dominican Republic,Male,15-24,2025,51.337,9.251,44.349,6.988000000000007
2435,DOM,Dominican Republic,Male,25+,2025,80.91,1.916,79.443,1.4669999999999987
2436,DOM,Dominican Republic,Female,15+,2025,49.522,7.704,43.128,6.393999999999998
2437,DOM,Dominican Republic,Female,15-24,2025,32.898,16.86,22.039,10.859000000000002
2438,DOM,Dominican Republic,Female,25+,2025,54.234,5.922,49.689,4.545000000000002
2439,DOM,Dominican Republic,Total,15+,2024,61.214,5.312,56.667,4.546999999999997
2440,DOM,Dominican Republic,Total,15-24,2024,41.793,12.872,33.396,8.396999999999998
2441,DOM,Dominican Republic,Total,25+,2024,67.059,3.745,64.214,2.844999999999999
2442,DOM,Dominican Republic,Male,15+,2024,73.907,3.227,70.573,3.334000000000003
2443,DOM,Dominican Republic,Male,15-24,2024,50.939,9.736,44.349,6.590000000000003
2444,DOM,Dominican Republic,Male,25+,2024,81.133,1.828,79.443,1.6899999999999977
2445,DOM,Dominican Republic,Female,15+,2024,48.891,8.215,43.128,5.762999999999998
2446,DOM,Dominican Republic,Female,15-24,2024,32.288,17.569,22.039,10.248999999999995
2447,DOM,Dominican Republic,Female,25+,2024,53.672,6.375,49.689,3.982999999999997
2448,DOM,Dominican Republic,Total,15+,2023,60.711,5.555,56.667,4.043999999999997
2449,DOM,Dominican Republic,Total,15-24,2023,42.115,11.559,33.396,8.719000000000001
2450,DOM,Dominican Republic,Total,25+,2023,66.391,4.296,64.214,2.1770000000000067
2451,DOM,Dominican Republic,Male,15+,2023,73.747,3.514,70.573,3.1740000000000066
2452,DOM,Dominican Republic,Male,15-24,2023,51.296,9.261,44.349,6.947000000000003
2453,DOM,Dominican Republic,Male,25+,2023,80.914,2.261,79.443,1.4710000000000036
2454,DOM,Dominican Republic,Female,15+,2023,48.051,8.442,43.128,4.923000000000002
2455,DOM,Dominican Republic,Female,15-24,2023,32.577,15.076,22.039,10.537999999999997
2456,DOM,Dominican Republic,Female,25+,2023,52.575,7.128,49.689,2.886000000000003
2457,DOM,Dominican Republic,Total,15+,2022,59.744,5.504,56.667,3.076999999999998
2458,DOM,Dominican Republic,Total,15-24,2022,39.921,12.852,33.396,6.524999999999999
2459,DOM,Dominican Republic,Total,25+,2022,65.907,3.979,64.214,1.6929999999999978
2460,DOM,Dominican Republic,Male,15+,2022,73.779,3.358,70.573,3.206000000000003
2461,DOM,Dominican Republic,Male,15-24,2022,50.427,9.93,44.349,6.078000000000003
2462,DOM,Dominican Republic,Male,25+,2022,81.362,1.917,79.443,1.918999999999997
2463,DOM,Dominican Republic,Female,15+,2022,46.108,8.658,43.128,2.979999999999997
2464,DOM,Dominican Republic,Female,15-24,2022,29.013,17.672,22.039,6.974
2465,DOM,Dominican Republic,Female,25+,2022,51.197,6.939,49.689,1.5080000000000027
2466,DOM,Dominican Republic,Total,15+,2021,58.309,7.702,56.667,1.641999999999996
2467,DOM,Dominican Republic,Total,15-24,2021,37.853,16.874,33.396,4.457000000000001
2468,DOM,Dominican Republic,Total,25+,2021,64.803,5.774,64.214,0.5889999999999986
2469,DOM,Dominican Republic,Male,15+,2021,72.3,4.407,70.573,1.7270000000000039
2470,DOM,Dominican Republic,Male,15-24,2021,48.916,11.507,44.349,4.567
2471,DOM,Dominican Republic,Male,25+,2021,80.049,2.828,79.443,0.6060000000000088
2472,DOM,Dominican Republic,Female,15+,2021,44.704,12.448,43.128,1.5760000000000005
2473,DOM,Dominican Republic,Female,15-24,2021,26.374,25.563,22.039,4.334999999999997
2474,DOM,Dominican Republic,Female,25+,2021,50.28,9.916,49.689,0.5910000000000011
2475,DOM,Dominican Republic,Total,15+,2020,56.667,6.126,56.667,0.0
2476,DOM,Dominican Republic,Total,15-24,2020,33.396,14.766,33.396,0.0
2477,DOM,Dominican Republic,Total,25+,2020,64.214,4.493,64.214,0.0
2478,DOM,Dominican Republic,Male,15+,2020,70.573,4.203,70.573,0.0
2479,DOM,Dominican Republic,Male,15-24,2020,44.349,11.552,44.349,0.0
2480,DOM,Dominican Republic,Male,25+,2020,79.443,2.677,79.443,0.0
2481,DOM,Dominican Republic,Female,15+,2020,43.128,9.034,43.128,0.0
2482,DOM,Dominican Republic,Female,15-24,2020,22.039,20.774,22.039,0.0
2483,DOM,Dominican Republic,Female,25+,2020,49.689,7.136,49.689,0.0
2484,DZA,Algeria,Total,15+,2025,36.039,11.633,32.686,3.3530000000000015
2485,DZA,Algeria,Total,15-24,2025,17.259,29.444,13.949,3.3100000000000005
2486,DZA,Algeria,Total,25+,2025,40.893,9.131,37.266,3.6270000000000024
2487,DZA,Algeria,Male,15+,2025,59.909,9.787,54.392,5.516999999999996
2488,DZA,Algeria,Male,15-24,2025,29.631,26.513,24.249,5.3820000000000014
2489,DZA,Algeria,Male,25+,2025,67.749,7.4,61.782,5.966999999999999
2490,DZA,Algeria,Female,15+,2025,11.222,20.647,10.031,1.190999999999999
2491,DZA,Algeria,Female,15-24,2025,4.355,45.003,3.145,1.2100000000000004
2492,DZA,Algeria,Female,25+,2025,12.993,17.487,11.709,1.2840000000000007
2493,DZA,Algeria,Total,15+,2024,36.363,11.655,32.686,3.6769999999999996
2494,DZA,Algeria,Total,15-24,2024,17.165,29.884,13.949,3.2159999999999993
2495,DZA,Algeria,Total,25+,2024,41.197,9.178,37.266,3.9310000000000045
2496,DZA,Algeria,Male,15+,2024,60.466,9.725,54.392,6.073999999999998
2497,DZA,Algeria,Male,15-24,2024,29.5,26.931,24.249,5.251000000000001
2498,DZA,Algeria,Male,25+,2024,68.269,7.349,61.782,6.487000000000009
2499,DZA,Algeria,Female,15+,2024,11.294,21.056,10.031,1.263
2500,DZA,Algeria,Female,15-24,2024,4.314,45.56,3.145,1.169
2501,DZA,Algeria,Female,25+,2024,13.049,17.987,11.709,1.3399999999999999
2502,DZA,Algeria,Total,15+,2023,36.673,11.645,32.686,3.987000000000002
2503,DZA,Algeria,Total,15-24,2023,17.284,29.995,13.949,3.334999999999999
2504,DZA,Algeria,Total,25+,2023,41.435,9.208,37.266,4.169000000000004
2505,DZA,Algeria,Male,15+,2023,61.034,9.726,54.392,6.641999999999996
2506,DZA,Algeria,Male,15-24,2023,29.769,27.065,24.249,5.52
2507,DZA,Algeria,Male,25+,2023,68.712,7.384,61.782,6.930000000000007
2508,DZA,Algeria,Female,15+,2023,11.317,21.064,10.031,1.2859999999999996
2509,DZA,Algeria,Female,15-24,2023,4.29,45.735,3.145,1.145
2510,DZA,Algeria,Female,25+,2023,13.043,18.055,11.709,1.3339999999999996
2511,DZA,Algeria,Total,15+,2022,36.62,12.382,32.686,3.9339999999999975
2512,DZA,Algeria,Total,15-24,2022,17.106,31.359,13.949,3.157000000000002
2513,DZA,Algeria,Total,25+,2022,41.342,9.888,37.266,4.0760000000000005
2514,DZA,Algeria,Male,15+,2022,61.065,10.404,54.392,6.672999999999995
2515,DZA,Algeria,Male,15-24,2022,29.558,28.413,24.249,5.309000000000001
2516,DZA,Algeria,Male,25+,2022,68.69,7.994,61.782,6.908000000000001
2517,DZA,Algeria,Female,15+,2022,11.152,22.182,10.031,1.1209999999999987
2518,DZA,Algeria,Female,15-24,2022,4.132,47.469,3.145,0.9869999999999997
2519,DZA,Algeria,Female,25+,2022,12.851,19.153,11.709,1.1420000000000012
2520,DZA,Algeria,Total,15+,2021,33.177,13.656,32.686,0.49099999999999966
2521,DZA,Algeria,Total,15-24,2021,14.888,33.828,13.949,0.9390000000000001
2522,DZA,Algeria,Total,25+,2021,37.604,11.058,37.266,0.33800000000000097
2523,DZA,Algeria,Male,15+,2021,55.122,11.657,54.392,0.7299999999999969
2524,DZA,Algeria,Male,15-24,2021,25.742,30.646,24.249,1.493000000000002
2525,DZA,Algeria,Male,25+,2021,62.243,9.163,61.782,0.4610000000000056
2526,DZA,Algeria,Female,15+,2021,10.298,23.341,10.031,0.26699999999999946
2527,DZA,Algeria,Female,15-24,2021,3.54,50.939,3.145,0.395
2528,DZA,Algeria,Female,25+,2021,11.931,20.119,11.709,0.22199999999999953
2529,DZA,Algeria,Total,15+,2020,32.686,14.08,32.686,0.0
2530,DZA,Algeria,Total,15-24,2020,13.949,35.767,13.949,0.0
2531,DZA,Algeria,Total,25+,2020,37.266,11.341,37.266,0.0
2532,DZA,Algeria,Male,15+,2020,54.392,12.041,54.392,0.0
2533,DZA,Algeria,Male,15-24,2020,24.249,32.36,24.249,0.0
2534,DZA,Algeria,Male,25+,2020,61.782,9.423,61.782,0.0
2535,DZA,Algeria,Female,15+,2020,10.031,24.041,10.031,0.0
2536,DZA,Algeria,Female,15-24,2020,3.145,54.36,3.145,0.0
2537,DZA,Algeria,Female,25+,2020,11.709,20.589,11.709,0.0
2538,ECU,Ecuador,Total,15+,2025,62.364,3.308,56.361,6.003
2539,ECU,Ecuador,Total,15-24,2025,41.07,8.16,35.322,5.7479999999999976
2540,ECU,Ecuador,Total,25+,2025,68.565,2.408,63.166,5.399000000000001
2541,ECU,Ecuador,Male,15+,2025,74.749,2.757,68.246,6.503
2542,ECU,Ecuador,Male,15-24,2025,50.368,6.574,44.348,6.020000000000003
2543,ECU,Ecuador,Male,25+,2025,82.123,2.014,76.249,5.874000000000009
2544,ECU,Ecuador,Female,15+,2025,50.238,4.099,44.699,5.5390000000000015
2545,ECU,Ecuador,Female,15-24,2025,31.421,10.683,25.986,5.434999999999999
2546,ECU,Ecuador,Female,25+,2025,55.516,2.964,50.544,4.972000000000001
2547,ECU,Ecuador,Total,15+,2024,62.311,3.453,56.361,5.950000000000003
2548,ECU,Ecuador,Total,15-24,2024,40.851,8.574,35.322,5.528999999999996
2549,ECU,Ecuador,Total,25+,2024,68.677,2.489,63.166,5.51100000000001
2550,ECU,Ecuador,Male,15+,2024,74.777,2.822,68.246,6.531000000000006
2551,ECU,Ecuador,Male,15-24,2024,50.22,6.849,44.348,5.872
2552,ECU,Ecuador,Male,25+,2024,82.341,2.026,76.249,6.091999999999999
2553,ECU,Ecuador,Female,15+,2024,50.109,4.36,44.699,5.410000000000004
2554,ECU,Ecuador,Female,15-24,2024,31.134,11.322,25.986,5.148
2555,ECU,Ecuador,Female,25+,2024,55.531,3.142,50.544,4.987000000000002
2556,ECU,Ecuador,Total,15+,2023,62.225,3.51,56.361,5.864000000000004
2557,ECU,Ecuador,Total,15-24,2023,39.979,7.782,35.322,4.6569999999999965
2558,ECU,Ecuador,Total,25+,2023,68.959,2.719,63.166,5.793000000000006
2559,ECU,Ecuador,Male,15+,2023,74.472,2.923,68.246,6.225999999999999
